Purpose, Direction, CountOfSurveyYear, Trips, StageDistance
Other, NHB, 9.00000, 9.27872, 7.30000
Other, NHB, 1.00000, 0.98957, 7.30000
Other, NHB, 7.00000, 6.65224, 7.40000
Other, NHB, 1.00000, 1.10933, 7.40000
Other, NHB, 28.00000, 31.97485, 7.50000
Other, NHB, 1.00000, 1.14011, 7.50000
Other, NHB, 4.00000, 3.84000, 7.50000
Other, NHB, 9.00000, 10.35627, 7.60000
Other, NHB, 1.00000, 0.92382, 7.60000
Other, NHB, 2.00000, 2.12159, 7.70000
Other, NHB, 1.00000, 0.97667, 7.70000
Other, NHB, 1.00000, 0.95113, 7.78000
Other, NHB, 6.00000, 6.14929, 7.80000
Other, NHB, 4.00000, 4.29782, 7.90000
Other, NHB, 207.00000, 213.89940, 8.00000
Other, NHB, 42.00000, 43.27779, 8.00000
Other, NHB, 23.00000, 21.83167, 8.00000
Other, NHB, 4.00000, 3.67547, 8.10000
Other, NHB, 5.00000, 4.87826, 8.10000
Other, NHB, 1.00000, 0.74522, 8.15000
Other, NHB, 5.00000, 5.18327, 8.20000
Other, NHB, 1.00000, 0.89580, 8.20000
Other, NHB, 4.00000, 4.73960, 8.30000
Other, NHB, 5.00000, 5.45999, 8.40000
Other, NHB, 21.00000, 19.55061, 8.50000
Other, NHB, 1.00000, 0.99440, 8.50000
Other, NHB, 3.00000, 3.60766, 8.50000
Other, NHB, 4.00000, 3.36277, 8.60000
Other, NHB, 1.00000, 0.74489, 8.62000
Other, NHB, 4.00000, 4.05107, 8.80000
Other, NHB, 3.00000, 2.60166, 8.80000
Other, NHB, 5.00000, 5.11613, 8.90000
Other, NHB, 1.00000, 0.90814, 8.90000
Other, NHB, 110.00000, 117.16615, 9.00000
Other, NHB, 16.00000, 17.19525, 9.00000
Other, NHB, 12.00000, 11.74482, 9.00000
Other, NHB, 1.00000, 1.04620, 9.06000
Other, NHB, 4.00000, 3.49973, 9.10000
Other, NHB, 2.00000, 2.66825, 9.10000
Other, NHB, 1.00000, 1.36264, 9.10000
Other, NHB, 2.00000, 2.42833, 9.20000
Other, NHB, 1.00000, 0.77875, 9.20000
Other, NHB, 3.00000, 2.50712, 9.25000
Other, NHB, 2.00000, 1.72247, 9.30000
Other, NHB, 1.00000, 0.79484, 9.32000
Other, NHB, 7.00000, 6.21903, 9.40000
Other, NHB, 1.00000, 1.22225, 9.40000
Other, NHB, 2.00000, 1.56719, 9.45000
Other, NHB, 9.00000, 9.49937, 9.50000
Other, NHB, 4.00000, 3.98411, 9.50000
Other, NHB, 7.00000, 7.55187, 9.60000
Other, NHB, 1.00000, 1.23892, 9.60000
Other, NHB, 1.00000, 1.12874, 9.70000
Other, NHB, 1.00000, 1.02260, 9.70000
Other, NHB, 2.00000, 1.92965, 9.90000
Other, NHB, 1.00000, 1.23397, 9.94000
Other, NHB, 215.00000, 228.06679, 10.00000
Other, NHB, 24.00000, 24.39188, 10.00000
Other, NHB, 36.00000, 37.31369, 10.00000
Other, NHB, 3.00000, 2.40696, 10.10000
Other, NHB, 1.00000, 0.94661, 10.10000
Other, NHB, 3.00000, 3.04209, 10.20000
Other, NHB, 1.00000, 1.29948, 10.20000
Other, NHB, 2.00000, 2.13727, 10.20000
Other, NHB, 1.00000, 0.90924, 10.25000
Other, NHB, 3.00000, 2.36155, 10.30000
Other, NHB, 2.00000, 1.98559, 10.30000
Other, NHB, 2.00000, 2.57326, 10.40000
Other, NHB, 1.00000, 0.95083, 10.40000
Other, NHB, 6.00000, 6.45512, 10.50000
Other, NHB, 2.00000, 2.26396, 10.50000
Other, NHB, 3.00000, 2.55199, 10.50000
Other, NHB, 1.00000, 1.04771, 10.60000
Other, NHB, 1.00000, 0.80483, 10.70000
Other, NHB, 3.00000, 2.74712, 10.80000
Other, NHB, 5.00000, 5.38791, 10.90000
Other, NHB, 1.00000, 0.75066, 10.90000
Other, NHB, 94.00000, 102.22112, 11.00000
Other, NHB, 7.00000, 6.30385, 11.00000
Other, NHB, 9.00000, 10.34265, 11.00000
Other, NHB, 3.00000, 3.18437, 11.10000
Other, NHB, 4.00000, 4.89123, 11.20000
Other, NHB, 1.00000, 0.88158, 11.20000
Other, NHB, 1.00000, 1.24265, 11.20000
Other, NHB, 5.00000, 5.42560, 11.30000
Other, NHB, 3.00000, 2.32462, 11.40000
Other, NHB, 1.00000, 0.86997, 11.40000
Other, NHB, 2.00000, 2.19096, 11.40000
Other, NHB, 5.00000, 5.21172, 11.50000
Other, NHB, 3.00000, 3.05647, 11.50000
Other, NHB, 2.00000, 2.53141, 11.50000
Other, NHB, 2.00000, 1.98466, 11.60000
Other, NHB, 1.00000, 0.95083, 11.60000
Other, NHB, 1.00000, 0.97340, 11.70000
Other, NHB, 1.00000, 0.89558, 11.70000
Other, NHB, 2.00000, 2.02330, 11.80000
Other, NHB, 1.00000, 0.80114, 11.80000
Other, NHB, 2.00000, 2.36864, 11.80000
Other, NHB, 1.00000, 1.15360, 11.90000
Other, NHB, 2.00000, 2.26378, 11.90000
Other, NHB, 122.00000, 134.79818, 12.00000
Other, NHB, 16.00000, 17.70970, 12.00000
Other, NHB, 22.00000, 24.88543, 12.00000
Other, NHB, 3.00000, 2.78418, 12.10000
Other, NHB, 1.00000, 0.79378, 12.10000
Other, NHB, 1.00000, 1.04387, 12.20000
Other, NHB, 3.00000, 3.16686, 12.30000
Other, NHB, 2.00000, 1.81744, 12.40000
Other, NHB, 3.00000, 3.51790, 12.40000
Other, NHB, 1.00000, 0.83554, 12.42000
Other, NHB, 3.00000, 3.01443, 12.50000
Other, NHB, 1.00000, 1.20075, 12.50000
Other, NHB, 4.00000, 4.03589, 12.60000
Other, NHB, 2.00000, 2.37652, 12.80000
Other, NHB, 1.00000, 1.36147, 12.90000
Other, NHB, 1.00000, 1.32637, 12.90000
Other, NHB, 74.00000, 81.69468, 13.00000
Other, NHB, 7.00000, 9.19925, 13.00000
Other, NHB, 8.00000, 8.61869, 13.00000
Other, NHB, 1.00000, 1.34316, 13.05000
Other, NHB, 1.00000, 0.83128, 13.10000
Other, NHB, 2.00000, 1.92227, 13.20000
Other, NHB, 2.00000, 2.82270, 13.30000
Other, NHB, 1.00000, 0.73321, 13.40000
Other, NHB, 6.00000, 5.69414, 13.50000
Other, NHB, 1.00000, 1.00535, 13.60000
Other, NHB, 1.00000, 1.11813, 13.70000
Other, NHB, 1.00000, 1.34529, 13.70000
Other, NHB, 1.00000, 0.95754, 13.90000
Other, NHB, 80.00000, 81.09979, 14.00000
Other, NHB, 11.00000, 11.41274, 14.00000
Other, NHB, 10.00000, 10.38367, 14.00000
Other, NHB, 1.00000, 1.56324, 14.10000
Other, NHB, 1.00000, 1.02216, 14.20000
Other, NHB, 1.00000, 1.16140, 14.30000
Other, NHB, 1.00000, 0.88784, 14.40000
Other, NHB, 6.00000, 6.68863, 14.50000
Other, NHB, 2.00000, 2.18173, 14.50000
Other, NHB, 1.00000, 0.79501, 14.60000
Other, NHB, 3.00000, 2.32633, 14.70000
Other, NHB, 1.00000, 0.96360, 14.80000
Other, NHB, 81.00000, 88.90700, 15.00000
Other, NHB, 17.00000, 17.77226, 15.00000
Other, NHB, 16.00000, 16.62314, 15.00000
Other, NHB, 2.00000, 1.71747, 15.10000
Other, NHB, 1.00000, 0.62985, 15.10000
Other, NHB, 2.00000, 1.64867, 15.20000
Other, NHB, 1.00000, 0.88208, 15.30000
Other, NHB, 1.00000, 0.97158, 15.30000
Other, NHB, 4.00000, 4.66876, 15.50000
Other, NHB, 2.00000, 2.00401, 15.60000
Other, NHB, 1.00000, 1.24639, 15.70000
Other, NHB, 3.00000, 2.75532, 15.80000
Other, NHB, 1.00000, 1.00914, 15.80000
Other, NHB, 2.00000, 2.29050, 15.90000
Other, NHB, 56.00000, 60.63668, 16.00000
Other, NHB, 6.00000, 5.65215, 16.00000
Other, NHB, 7.00000, 7.50194, 16.00000
Other, NHB, 1.00000, 0.98274, 16.10000
Other, NHB, 2.00000, 2.05410, 16.20000
Other, NHB, 2.00000, 2.68615, 16.20000
Other, NHB, 2.00000, 2.01947, 16.30000
Other, NHB, 1.00000, 1.07583, 16.50000
Other, NHB, 2.00000, 1.66549, 16.70000
Other, NHB, 1.00000, 0.82005, 16.80000
Other, NHB, 1.00000, 0.71728, 16.90000
Other, NHB, 36.00000, 41.15172, 17.00000
Other, NHB, 1.00000, 0.90779, 17.00000
Other, NHB, 1.00000, 0.82118, 17.00000
Other, NHB, 2.00000, 1.89967, 17.10000
Other, NHB, 1.00000, 1.09290, 17.10000
Other, NHB, 1.00000, 0.95538, 17.40000
Other, NHB, 3.00000, 2.57351, 17.50000
Other, NHB, 2.00000, 2.38031, 17.50000
Other, NHB, 1.00000, 0.90407, 17.60000
Other, NHB, 1.00000, 1.45948, 17.80000
Other, NHB, 1.00000, 1.18934, 17.90000
Other, NHB, 1.00000, 1.54886, 17.90000
Other, NHB, 39.00000, 44.90453, 18.00000
Other, NHB, 9.00000, 10.09282, 18.00000
Other, NHB, 4.00000, 3.52061, 18.00000
Other, NHB, 2.00000, 1.59636, 18.10000
Other, NHB, 2.00000, 2.93907, 18.40000
Other, NHB, 1.00000, 0.86332, 18.50000
Other, NHB, 1.00000, 1.11494, 18.50000
Other, NHB, 1.00000, 1.06351, 18.50000
Other, NHB, 1.00000, 1.04564, 18.60000
Other, NHB, 1.00000, 1.11177, 18.70000
Other, NHB, 1.00000, 1.06059, 18.80000
Other, NHB, 1.00000, 1.17061, 18.90000
Other, NHB, 1.00000, 1.11494, 18.90000
Other, NHB, 28.00000, 28.37600, 19.00000
Other, NHB, 3.00000, 3.36599, 19.00000
Other, NHB, 3.00000, 3.16553, 19.00000
Other, NHB, 1.00000, 1.10866, 19.20000
Other, NHB, 1.00000, 0.87525, 19.30000
Other, NHB, 2.00000, 2.13181, 19.50000
Other, NHB, 1.00000, 1.07272, 19.80000
Other, NHB, 59.00000, 61.00754, 20.00000
Other, NHB, 9.00000, 8.66861, 20.00000
Other, NHB, 8.00000, 8.77719, 20.00000
Other, NHB, 1.00000, 0.89123, 20.10000
Other, NHB, 1.00000, 1.05411, 20.20000
Other, NHB, 1.00000, 0.88464, 20.40000
Other, NHB, 1.00000, 0.87525, 20.50000
Other, NHB, 1.00000, 1.00128, 20.50000
Other, NHB, 1.00000, 0.62847, 20.60000
Other, NHB, 1.00000, 1.09916, 20.70000
Other, NHB, 1.00000, 1.24165, 20.80000
Other, NHB, 1.00000, 1.34681, 20.90000
Other, NHB, 1.00000, 0.84325, 20.90000
Other, NHB, 27.00000, 29.94481, 21.00000
Other, NHB, 1.00000, 1.08994, 21.00000
Other, NHB, 5.00000, 4.59999, 21.00000
Other, NHB, 1.00000, 1.49574, 21.30000
Other, NHB, 1.00000, 1.04211, 21.40000
Other, NHB, 1.00000, 1.61272, 21.41000
Other, NHB, 2.00000, 2.30128, 21.50000
Other, NHB, 21.00000, 25.68271, 22.00000
Other, NHB, 5.00000, 4.22084, 22.00000
Other, NHB, 3.00000, 3.06429, 22.00000
Other, NHB, 2.00000, 2.05270, 22.20000
Other, NHB, 2.00000, 1.78536, 22.20000
Other, NHB, 1.00000, 0.85666, 22.20000
Other, NHB, 1.00000, 0.93840, 22.40000
Other, NHB, 1.00000, 0.82603, 22.50000
Other, NHB, 3.00000, 3.14334, 22.60000
Other, NHB, 1.00000, 0.90201, 22.70000
Other, NHB, 1.00000, 0.89392, 22.70000
Other, NHB, 14.00000, 12.92642, 23.00000
Other, NHB, 5.00000, 4.81049, 23.00000
Other, NHB, 1.00000, 1.30370, 23.00000
Other, NHB, 1.00000, 1.04211, 23.10000
Other, NHB, 1.00000, 1.12312, 23.10000
Other, NHB, 1.00000, 1.09706, 23.30000
Other, NHB, 17.00000, 17.76797, 24.00000
Other, NHB, 2.00000, 2.10448, 24.00000
Other, NHB, 1.00000, 1.02397, 24.00000
Other, NHB, 1.00000, 1.29359, 24.10000
Other, NHB, 1.00000, 1.07272, 24.40000
Other, NHB, 1.00000, 0.83114, 24.50000
Other, NHB, 1.00000, 1.56515, 24.60000
Other, NHB, 1.00000, 1.17114, 24.90000
Other, NHB, 22.00000, 25.63257, 25.00000
Other, NHB, 8.00000, 9.68687, 25.00000
Other, NHB, 7.00000, 7.31461, 25.00000
Other, NHB, 1.00000, 1.08327, 25.20000
Other, NHB, 15.00000, 13.25899, 26.00000
Other, NHB, 2.00000, 1.58222, 26.00000
Other, NHB, 2.00000, 1.80438, 26.00000
Other, NHB, 1.00000, 1.49252, 26.50000
Other, NHB, 2.00000, 2.20074, 26.80000
Other, NHB, 2.00000, 2.24251, 26.90000
Other, NHB, 19.00000, 21.20597, 27.00000
Other, NHB, 1.00000, 0.72341, 27.00000
Other, NHB, 5.00000, 4.71000, 27.00000
Other, NHB, 1.00000, 0.86947, 27.50000
Other, NHB, 22.00000, 24.65993, 28.00000
Other, NHB, 2.00000, 2.58351, 28.00000
Other, NHB, 3.00000, 2.69608, 28.00000
Other, NHB, 14.00000, 13.75335, 29.00000
Other, NHB, 19.00000, 20.70606, 30.00000
Other, NHB, 6.00000, 8.80967, 30.00000
Other, NHB, 6.00000, 5.59069, 30.00000
Other, NHB, 1.00000, 1.08327, 30.10000
Other, NHB, 1.00000, 1.13862, 30.10000
Other, NHB, 1.00000, 1.11106, 30.60000
Other, NHB, 5.00000, 4.48678, 31.00000
Other, NHB, 2.00000, 2.16444, 31.00000
Other, NHB, 1.00000, 0.65166, 31.00000
Other, NHB, 1.00000, 1.02427, 31.10000
Other, NHB, 1.00000, 1.09985, 31.20000
Other, NHB, 3.00000, 3.03182, 31.50000
Other, NHB, 1.00000, 1.04061, 31.60000
Other, NHB, 7.00000, 7.67537, 32.00000
Other, NHB, 3.00000, 2.87975, 32.00000
Other, NHB, 11.00000, 12.60556, 33.00000
Other, NHB, 1.00000, 1.06930, 33.00000
Other, NHB, 2.00000, 1.83284, 33.14000
Other, NHB, 1.00000, 0.84125, 33.20000
Other, NHB, 6.00000, 6.80695, 33.50000
Other, NHB, 1.00000, 0.84193, 33.80000
Other, NHB, 2.00000, 2.11155, 34.00000
Other, NHB, 1.00000, 0.82832, 34.00000
Other, NHB, 1.00000, 1.11494, 34.30000
Other, NHB, 1.00000, 0.86772, 34.70000
Other, NHB, 2.00000, 2.07966, 34.80000
Other, NHB, 2.00000, 1.94078, 34.80000
Other, NHB, 8.00000, 8.40351, 35.00000
Other, NHB, 4.00000, 3.68081, 35.00000
Other, NHB, 3.00000, 2.81997, 35.00000
Other, NHB, 1.00000, 0.92582, 35.50000
Other, NHB, 1.00000, 1.15399, 35.90000
Other, NHB, 4.00000, 5.04154, 36.00000
Other, NHB, 2.00000, 1.67025, 36.00000
Other, NHB, 4.00000, 5.65993, 37.00000
Other, NHB, 1.00000, 1.24264, 37.00000
Other, NHB, 4.00000, 3.90012, 38.00000
Other, NHB, 1.00000, 0.72169, 38.00000
Other, NHB, 1.00000, 0.86772, 38.40000
Other, NHB, 3.00000, 2.90595, 39.00000
Other, NHB, 3.00000, 3.10492, 39.00000
Other, NHB, 2.00000, 2.13853, 39.00000
Other, NHB, 1.00000, 1.16467, 39.70000
Other, NHB, 6.00000, 6.13285, 40.00000
Other, NHB, 3.00000, 3.08061, 40.00000
Other, NHB, 2.00000, 1.62096, 40.00000
Other, NHB, 1.00000, 1.26774, 40.50000
Other, NHB, 1.00000, 1.22511, 41.00000
Other, NHB, 3.00000, 2.63514, 41.00000
Other, NHB, 4.00000, 4.14079, 42.00000
Other, NHB, 1.00000, 0.78937, 42.00000
Other, NHB, 1.00000, 1.88567, 42.40000
Other, NHB, 1.00000, 1.06081, 42.80000
Other, NHB, 6.00000, 6.38879, 43.00000
Other, NHB, 1.00000, 0.72341, 43.00000
Other, NHB, 1.00000, 1.13866, 43.50000
Other, NHB, 4.00000, 3.75314, 44.00000
Other, NHB, 1.00000, 1.16305, 44.90000
Other, NHB, 1.00000, 1.07676, 45.00000
Other, NHB, 1.00000, 0.89273, 45.00000
Other, NHB, 1.00000, 1.19303, 45.20000
Other, NHB, 1.00000, 1.22320, 46.00000
Other, NHB, 2.00000, 1.98738, 47.00000
Other, NHB, 2.00000, 2.22650, 48.00000
Other, NHB, 1.00000, 0.94819, 48.00000
Other, NHB, 1.00000, 1.16205, 48.48000
Other, NHB, 1.00000, 0.76036, 48.90000
Other, NHB, 1.00000, 0.88760, 49.00000
Other, NHB, 2.00000, 2.51300, 49.00000
Other, NHB, 1.00000, 1.16305, 49.20000
Other, NHB, 1.00000, 1.07354, 50.00000
Other, NHB, 3.00000, 3.39102, 50.00000
Other, NHB, 1.00000, 0.85281, 50.50000
Other, NHB, 1.00000, 0.86140, 50.50000
Other, NHB, 1.00000, 0.80263, 51.00000
Other, NHB, 1.00000, 1.43090, 51.00000
Other, NHB, 3.00000, 3.41632, 52.00000
Other, NHB, 1.00000, 1.11197, 53.00000
Other, NHB, 3.00000, 2.93736, 54.00000
Other, NHB, 2.00000, 1.80235, 55.00000
Other, NHB, 1.00000, 1.01208, 57.00000
Other, NHB, 1.00000, 0.89123, 57.10000
Other, NHB, 1.00000, 1.18591, 57.70000
Other, NHB, 1.00000, 0.93044, 58.00000
Other, NHB, 1.00000, 1.04124, 58.90000
Other, NHB, 2.00000, 1.58057, 59.00000
Other, NHB, 1.00000, 1.06874, 60.50000
Other, NHB, 1.00000, 0.96564, 61.00000
Other, NHB, 2.00000, 2.02584, 61.00000
Other, NHB, 1.00000, 0.99817, 62.00000
Other, NHB, 1.00000, 0.96141, 63.00000
Other, NHB, 1.00000, 1.01782, 64.00000
Other, NHB, 1.00000, 1.24854, 65.00000
Other, NHB, 1.00000, 1.25438, 66.80000
Other, NHB, 1.00000, 0.90085, 68.00000
Other, NHB, 1.00000, 1.07051, 68.00000
Other, NHB, 1.00000, 0.90231, 69.00000
Other, NHB, 1.00000, 1.27143, 69.30000
Other, NHB, 4.00000, 3.63948, 70.00000
Other, NHB, 2.00000, 1.86250, 70.00000
Other, NHB, 1.00000, 1.15092, 71.00000
Other, NHB, 2.00000, 1.84080, 72.00000
Other, NHB, 1.00000, 0.94085, 73.00000
Other, NHB, 1.00000, 0.85618, 74.00000
Other, NHB, 1.00000, 0.91065, 78.00000
Other, NHB, 1.00000, 0.66840, 80.00000
Other, NHB, 1.00000, 1.17615, 80.00000
Other, NHB, 1.00000, 0.90231, 80.00000
Other, NHB, 1.00000, 0.83571, 84.25000
Other, NHB, 3.00000, 2.17450, 85.00000
Other, NHB, 1.00000, 0.95450, 85.00000
Other, NHB, 1.00000, 0.95450, 85.00000
Other, NHB, 1.00000, 0.82185, 85.30000
Other, NHB, 5.00000, 4.70904, 87.00000
Other, NHB, 1.00000, 0.82185, 87.20000
Other, NHB, 1.00000, 0.86250, 90.00000
Other, NHB, 1.00000, 1.21909, 100.00000
Other, NHB, 1.00000, 0.79576, 112.00000
Other, NHB, 14.00000, 13.63287, 0.10000
Other, NHB, 1.00000, 1.90469, 0.17000
Other, NHB, 1.00000, 1.04548, 0.20000
Other, NHB, 14.00000, 14.10052, 0.25000
Other, NHB, 16.00000, 16.47200, 0.30000
Other, NHB, 12.00000, 13.67112, 0.40000
Other, NHB, 147.00000, 142.67839, 0.50000
Other, NHB, 16.00000, 15.21953, 0.60000
Other, NHB, 2.00000, 2.07648, 0.69000
Other, NHB, 22.00000, 22.24651, 0.70000
Other, NHB, 15.00000, 15.24629, 0.75000
Other, NHB, 14.00000, 13.47006, 0.80000
Other, NHB, 2.00000, 1.94770, 0.84000
Other, NHB, 2.00000, 2.17315, 0.90000
Other, NHB, 370.00000, 376.98770, 1.00000
Other, NHB, 1.00000, 0.80538, 1.07000
Other, NHB, 15.00000, 14.61328, 1.10000
Other, NHB, 1.00000, 0.78671, 1.12000
Other, NHB, 18.00000, 17.45993, 1.20000
Other, NHB, 1.00000, 1.34316, 1.24000
Other, NHB, 1.00000, 1.07744, 1.25000
Other, NHB, 4.00000, 4.08573, 1.30000
Other, NHB, 1.00000, 1.18010, 1.34000
Other, NHB, 16.00000, 18.74504, 1.40000
Other, NHB, 147.00000, 144.19877, 1.50000
Other, NHB, 23.00000, 26.04624, 1.60000
Other, NHB, 1.00000, 0.71241, 1.68000
Other, NHB, 8.00000, 8.32063, 1.70000
Other, NHB, 5.00000, 4.59195, 1.75000
Other, NHB, 12.00000, 11.89164, 1.80000
Other, NHB, 19.00000, 20.99461, 1.90000
Other, NHB, 1.00000, 1.10870, 1.96000
Other, NHB, 352.00000, 351.03246, 2.00000
Other, NHB, 9.00000, 9.24326, 2.10000
Other, NHB, 26.00000, 23.69468, 2.20000
Other, NHB, 2.00000, 1.98301, 2.25000
Other, NHB, 17.00000, 19.58603, 2.30000
Other, NHB, 8.00000, 8.19253, 2.40000
Other, NHB, 80.00000, 77.34169, 2.50000
Other, NHB, 18.00000, 18.66425, 2.60000
Other, NHB, 5.00000, 4.88886, 2.70000
Other, NHB, 3.00000, 3.05747, 2.71000
Other, NHB, 3.00000, 3.08446, 2.75000
Other, NHB, 14.00000, 12.37699, 2.80000
Other, NHB, 1.00000, 1.13652, 2.86000
Other, NHB, 7.00000, 6.84030, 2.90000
Other, NHB, 303.00000, 312.90594, 3.00000
Other, NHB, 9.00000, 10.16619, 3.10000
Other, NHB, 3.00000, 3.16537, 3.20000
Other, NHB, 9.00000, 10.24498, 3.30000
Other, NHB, 9.00000, 10.14688, 3.40000
Other, NHB, 32.00000, 34.25815, 3.50000
Other, NHB, 24.00000, 24.31994, 3.60000
Other, NHB, 10.00000, 10.06095, 3.70000
Other, NHB, 1.00000, 1.10145, 3.75000
Other, NHB, 10.00000, 9.65564, 3.80000
Other, NHB, 3.00000, 3.05418, 3.90000
Other, NHB, 226.00000, 217.82073, 4.00000
Other, NHB, 1.00000, 1.33032, 4.10000
Other, NHB, 3.00000, 3.58603, 4.20000
Other, NHB, 3.00000, 2.63358, 4.25000
Other, NHB, 5.00000, 5.14348, 4.30000
Other, NHB, 1.00000, 0.79825, 4.40000
Other, NHB, 19.00000, 17.44227, 4.50000
Other, NHB, 8.00000, 7.15637, 4.60000
Other, NHB, 6.00000, 5.70910, 4.70000
Other, NHB, 4.00000, 3.93976, 4.80000
Other, NHB, 1.00000, 1.45876, 4.90000
Other, NHB, 189.00000, 194.91822, 5.00000
Other, NHB, 2.00000, 2.06662, 5.10000
Other, NHB, 2.00000, 2.09874, 5.30000
Other, NHB, 16.00000, 14.24403, 5.50000
Other, NHB, 4.00000, 3.90709, 5.60000
Other, NHB, 7.00000, 6.54706, 5.70000
Other, NHB, 1.00000, 0.85037, 5.75000
Other, NHB, 4.00000, 4.62389, 5.80000
Other, NHB, 9.00000, 18.21598, 5.90000
Other, NHB, 133.00000, 132.08238, 6.00000
Other, NHB, 4.00000, 4.11274, 6.10000
Other, NHB, 1.00000, 0.90085, 6.20000
Other, NHB, 1.00000, 0.83571, 6.25000
Other, NHB, 3.00000, 2.88963, 6.30000
Other, NHB, 7.00000, 7.17568, 6.40000
Other, NHB, 3.00000, 3.30504, 6.42000
Other, NHB, 5.00000, 5.85356, 6.44000
Other, NHB, 1.00000, 0.85241, 6.47000
Other, NHB, 23.00000, 20.72335, 6.50000
Other, NHB, 4.00000, 4.57805, 6.60000
Other, NHB, 4.00000, 4.70167, 6.75000
Other, NHB, 1.00000, 0.89713, 6.80000
Other, NHB, 2.00000, 2.00824, 6.90000
Other, NHB, 141.00000, 137.16611, 7.00000
Other, NHB, 2.00000, 1.79872, 7.10000
Other, NHB, 4.00000, 3.83228, 7.20000
Other, NHB, 6.00000, 6.30950, 7.30000
Other, NHB, 4.00000, 4.27966, 7.40000
Other, NHB, 9.00000, 9.40025, 7.50000
Other, NHB, 2.00000, 1.94822, 7.60000
Other, NHB, 1.00000, 0.75135, 7.80000
Other, NHB, 1.00000, 1.24777, 7.90000
Other, NHB, 104.00000, 100.31274, 8.00000
Other, NHB, 1.00000, 0.85241, 8.09000
Other, NHB, 2.00000, 1.89560, 8.10000
Other, NHB, 3.00000, 3.12035, 8.20000
Other, NHB, 23.00000, 19.43118, 8.50000
Other, NHB, 1.00000, 0.75066, 8.60000
Other, NHB, 3.00000, 3.16951, 8.80000
Other, NHB, 4.00000, 4.43465, 8.90000
Other, NHB, 50.00000, 51.73952, 9.00000
Other, NHB, 1.00000, 1.12082, 9.10000
Other, NHB, 3.00000, 2.50712, 9.25000
Other, NHB, 2.00000, 1.97690, 9.60000
Other, NHB, 2.00000, 1.92965, 9.90000
Other, NHB, 124.00000, 117.24895, 10.00000
Other, NHB, 1.00000, 1.06262, 10.20000
Other, NHB, 3.00000, 3.11208, 10.50000
Other, NHB, 1.00000, 0.78349, 10.80000
Other, NHB, 38.00000, 35.98161, 11.00000
Other, NHB, 2.00000, 2.04141, 11.20000
Other, NHB, 1.00000, 1.04300, 11.30000
Other, NHB, 1.00000, 0.67990, 11.40000
Other, NHB, 4.00000, 2.71705, 11.50000
Other, NHB, 2.00000, 2.22400, 11.90000
Other, NHB, 41.00000, 42.14767, 12.00000
Other, NHB, 4.00000, 3.31675, 12.10000
Other, NHB, 1.00000, 0.78020, 12.40000
Other, NHB, 1.00000, 0.83554, 12.42000
Other, NHB, 3.00000, 2.84739, 12.50000
Other, NHB, 3.00000, 3.19692, 12.60000
Other, NHB, 1.00000, 1.36147, 12.90000
Other, NHB, 43.00000, 44.61340, 13.00000
Other, NHB, 1.00000, 0.83128, 13.10000
Other, NHB, 1.00000, 1.03804, 13.20000
Other, NHB, 3.00000, 2.70330, 13.50000
Other, NHB, 28.00000, 28.19052, 14.00000
Other, NHB, 1.00000, 0.79501, 14.60000
Other, NHB, 3.00000, 2.32633, 14.70000
Other, NHB, 55.00000, 59.64739, 15.00000
Other, NHB, 1.00000, 0.87622, 15.10000
Other, NHB, 29.00000, 30.84876, 16.00000
Other, NHB, 1.00000, 1.12216, 16.40000
Other, NHB, 1.00000, 1.01059, 16.50000
Other, NHB, 6.00000, 6.56241, 17.00000
Other, NHB, 2.00000, 1.89967, 17.10000
Other, NHB, 1.00000, 0.99378, 17.18000
Other, NHB, 3.00000, 2.92196, 17.50000
Other, NHB, 1.00000, 1.18934, 17.90000
Other, NHB, 24.00000, 24.55092, 18.00000
Other, NHB, 1.00000, 1.18934, 18.40000
Other, NHB, 1.00000, 0.80493, 18.80000
Other, NHB, 14.00000, 14.51191, 19.00000
Other, NHB, 4.00000, 4.43465, 19.20000
Other, NHB, 4.00000, 4.35928, 19.50000
Other, NHB, 25.00000, 23.32738, 20.00000
Other, NHB, 1.00000, 0.89123, 20.10000
Other, NHB, 3.00000, 3.58192, 20.80000
Other, NHB, 6.00000, 6.72896, 21.00000
Other, NHB, 1.00000, 1.75267, 21.20000
Other, NHB, 1.00000, 1.21961, 21.50000
Other, NHB, 14.00000, 14.48163, 22.00000
Other, NHB, 1.00000, 0.82603, 22.50000
Other, NHB, 1.00000, 0.73199, 22.60000
Other, NHB, 2.00000, 1.80403, 22.70000
Other, NHB, 13.00000, 13.28295, 23.00000
Other, NHB, 5.00000, 4.21999, 24.00000
Other, NHB, 1.00000, 0.83114, 24.50000
Other, NHB, 21.00000, 22.17049, 25.00000
Other, NHB, 5.00000, 4.40646, 26.00000
Other, NHB, 2.00000, 2.34027, 26.90000
Other, NHB, 14.00000, 14.65725, 27.00000
Other, NHB, 3.00000, 2.61178, 27.50000
Other, NHB, 27.00000, 28.26976, 28.00000
Other, NHB, 1.00000, 0.84295, 28.60000
Other, NHB, 1.00000, 1.46524, 29.00000
Other, NHB, 14.00000, 13.88954, 30.00000
Other, NHB, 5.00000, 4.65588, 31.00000
Other, NHB, 1.00000, 0.97124, 31.20000
Other, NHB, 2.00000, 2.10396, 31.50000
Other, NHB, 1.00000, 1.04061, 31.60000
